1856.0000,-1.8012,6.8182,5.9382
3002.0000,3.8025,-1.6468,-8.1423
2268.0000,-0.0613,-8.7644,-8.1737
2724.0000,-5.8077,0.2510,-4.1841
4759.0000,-0.9363,5.0280,3.7127
360.0000,3.9122,-1.2588,-1.8130
2025.0000,-8.0302,5.0412,-6.6615
3213.0000,6.7673,4.7794,-0.2696
3592.0000,-2.4359,3.1425,1.9223
936.0000,-9.4790,5.5303,-3.9846
396.0000,2.5495,-7.8825,-1.3315
4511.0000,-6.7051,0.0919,-1.5544
4817.0000,-0.4232,3.4928,2.2889
4014.0000,2.7534,-0.7783,0.8416
3697.0000,-8.8695,4.5957,-7.0601
4123.0000,-10.4824,5.2262,-5.6298
507.0000,-2.2172,5.6368,5.7035
2678.0000,4.8801,0.5560,-6.5757
1874.0000,1.8664,-11.3046,-1.4982
3228.0000,0.1322,-9.3504,0.1526
741.0000,4.9563,-3.2011,-1.2746
2233.0000,-3.5314,7.1436,-5.1104
126.0000,-5.2994,10.1539,6.0301
319.0000,3.0260,-2.6550,-7.2039
4352.0000,-3.8903,8.0351,-4.7479
1998.0000,3.8142,-0.7965,-1.8301
3240.0000,2.1401,-1.0488,7.8814
4624.0000,-2.9506,7.9802,-1.7019
3455.0000,3.5596,-1.9844,-6.6378
3871.0000,6.4560,4.3961,-1.7442
4299.0000,8.3528,6.2474,-1.5410
3536.0000,-5.2136,10.9636,5.0047
1774.0000,0.2977,-4.8158,-3.9149
2680.0000,0.9472,-0.9895,-9.0598
3778.0000,-4.9418,9.8750,7.8857
959.0000,0.5154,-10.6387,-2.2674
1960.0000,5.7767,-10.0511,-9.5515
4948.0000,2.1119,-1.9125,-9.9453
3414.0000,-1.1805,2.8547,3.1371
1689.0000,-8.1324,6.4022,-6.3509
679.0000,5.3344,5.0404,-0.2653
1314.0000,-5.5428,9.1241,-4.7159
1632.0000,3.3505,-0.1896,-9.8062
1530.0000,-0.3097,-4.6569,-1.9320
293.0000,3.5854,-1.1878,-7.2574
2593.0000,-2.4988,4.4538,7.6427
2487.0000,-0.1608,5.7085,6.8931
4687.0000,3.2887,-1.9583,-10.2468
55.0000,-9.7118,5.0246,-4.3736
4841.0000,-5.1552,8.0184,-4.8445
3069.0000,2.3984,-3.6218,-9.7324
4510.0000,1.4302,-10.5134,-2.7164
1753.0000,-3.7482,9.2589,6.8679
4868.0000,3.7760,-2.9175,-0.6869
1222.0000,10.3950,-7.5144,-8.9964
4148.0000,-6.9656,-0.8357,-2.4865
1188.0000,5.1333,-2.1379,-6.3354
3348.0000,1.5081,-9.9052,-9.4015
4291.0000,0.9740,-9.3064,-8.5320
4506.0000,-2.4749,4.7190,7.8608
1836.0000,8.4574,-7.6606,-8.0036
3934.0000,-6.6445,-0.3060,-3.0739
4606.0000,7.0788,-8.0538,-8.1653
1353.0000,-0.3120,-3.2173,6.6718
520.0000,-3.1859,3.7226,3.2774
3460.0000,-4.8825,7.6216,-6.7887
3507.0000,3.7861,1.8322,-7.5090
1585.0000,-2.0943,-3.4818,-3.1156
4971.0000,-1.8462,-9.0228,-7.0324
2012.0000,-6.8056,-0.0852,-3.9585
144.0000,0.2783,-8.0603,-2.7653
4645.0000,1.5202,-9.8500,-8.6188
2714.0000,5.6903,4.4626,-2.6325
3204.0000,-2.8106,1.8500,2.3836
3001.0000,-4.7218,8.7150,-3.5118
1277.0000,2.2449,-0.3806,-1.9053
4487.0000,-2.0229,5.5875,8.9944
3751.0000,2.7351,-8.5784,-7.6603
1190.0000,-6.0818,10.4466,6.8683
4778.0000,-2.5741,11.2905,-3.3900
4388.0000,5.1280,-3.4295,-8.0834
2246.0000,-0.2205,-4.3005,-4.7126
2553.0000,3.5482,-2.1465,-6.4291
825.0000,2.4714,-3.4680,-7.9955
4706.0000,-7.9478,-0.8003,-4.7543
4451.0000,1.2109,-2.2851,7.0929
372.0000,-1.4050,2.6223,1.6927
3564.0000,3.0875,-1.0844,-9.4656
4656.0000,1.4688,-9.4044,-7.9563
4476.0000,0.9574,-7.2283,-8.0267
