1895.0000,8.7552,-7.8340,-5.2615
2641.0000,-4.9281,-10.1696,1.2926
532.0000,-6.3779,4.6089,-2.7105
4537.0000,-0.0927,-0.6269,-9.8620
3543.0000,8.5458,-6.0033,-7.3603
2886.0000,4.0106,-9.2927,-5.0336
59.0000,-5.3833,0.9544,-10.0264
1846.0000,-2.6646,-8.8104,2.9665
2122.0000,-5.6757,4.8940,-2.5534
2278.0000,3.6017,-1.9804,-1.0635
3352.0000,-7.2387,5.4295,-3.2727
3890.0000,9.3787,-5.9525,-2.8035
1896.0000,0.4152,-9.7802,-1.8687
2011.0000,2.1461,-7.1228,-3.7557
2565.0000,1.2868,-8.1999,-0.5067
1011.0000,9.7760,-7.6927,-5.0831
868.0000,5.2098,-2.1106,-0.9924
2679.0000,-3.7213,-3.2153,9.1176
2407.0000,8.4458,-3.0328,-8.3473
1656.0000,5.3098,-0.0755,-1.8278
3843.0000,6.3996,-9.3325,-3.8417
2093.0000,-2.7811,5.3383,-2.5691
1170.0000,-4.1142,-1.5589,5.7286
2727.0000,10.8921,-6.6690,-5.9720
3185.0000,10.8901,-6.7485,-6.3575
3983.0000,4.2797,-8.5225,-4.8776
1233.0000,1.0051,-7.4335,-1.9183
539.0000,7.3860,-4.3309,-7.9052
4770.0000,-8.3485,-3.4806,8.9874
4038.0000,-0.6687,8.4169,-0.2878
4182.0000,4.9771,-8.2692,-5.7487
2537.0000,-0.8117,-3.8082,3.2069
3304.0000,5.4309,-4.3666,-1.4916
3869.0000,10.0321,-7.1773,-4.2148
2284.0000,-4.8956,0.8137,-8.5172
727.0000,4.7218,-3.8031,-1.0217
1178.0000,-3.2222,-9.4948,-1.2081
1764.0000,-4.7228,-1.8830,6.3517
1248.0000,-6.8667,-1.7782,-7.7797
4209.0000,9.7909,-5.8100,-6.9149
2965.0000,-8.9129,-2.9272,7.2460
4055.0000,-2.2779,8.3840,-2.3380
1128.0000,-4.9415,-2.4223,-9.3695
3227.0000,1.3395,-2.6218,-10.3571
3349.0000,-0.1647,-3.6804,2.6661
2831.0000,1.6534,-8.6793,-1.9231
1521.0000,11.5116,-5.7902,-8.9899
2451.0000,-0.3385,-2.7320,2.9622
935.0000,4.7317,-2.9572,-1.4427
2594.0000,-4.9500,-9.4020,0.8758
851.0000,-3.9526,-9.0270,1.6062
4257.0000,-4.7681,4.9897,-2.4520
3602.0000,-4.6719,-9.7733,2.6629
1663.0000,-8.0824,-2.9962,5.4347
2958.0000,11.7316,-5.0185,-7.7194
346.0000,-9.5104,-1.2522,8.3092
3416.0000,-0.6399,7.3747,-1.7056
4418.0000,-2.5935,-11.3639,4.4366
4624.0000,-5.4556,-2.9803,3.9519
1033.0000,-6.7089,-2.7817,7.6384
1377.0000,5.4764,-7.5298,-4.8556
3293.0000,-4.0849,4.6752,-1.5103
4332.0000,-9.7000,-4.3768,7.9125
2836.0000,-3.2559,-1.7159,5.8301
2976.0000,-5.6558,-2.6308,8.1228
4024.0000,-6.1875,-1.1333,-8.8617
4792.0000,-6.4403,-2.5777,5.9473
4360.0000,-2.9455,-10.9442,2.3511
1757.0000,-0.5153,-7.5089,-2.4081
4115.0000,-1.3944,6.1793,-0.7225
4407.0000,9.2720,-6.9393,-5.0133
2246.0000,9.3962,-4.9842,-6.4013
474.0000,2.0718,-7.8867,-3.6285
3580.0000,7.9912,-7.3350,-4.6880
631.0000,1.7453,-9.4815,-2.8148
4501.0000,-1.6785,-4.0718,3.1451
3125.0000,10.3276,-7.0914,-6.4507
1908.0000,6.1152,-3.0000,-9.0263
102.0000,-6.3615,6.3504,-2.6247
1854.0000,-6.4649,-1.5865,-7.2928
3911.0000,5.6584,-4.3761,-8.3133
2014.0000,9.6862,-6.4364,-6.5325
202.0000,1.0982,-2.6766,-9.3389
3802.0000,-3.7892,-3.1335,7.7851
825.0000,-4.6565,-2.0942,-8.6067
3708.0000,5.4949,-8.9373,-3.0306
1071.0000,3.1747,-8.3106,-4.4963
