79.0000,-7.7140,1.4003,-5.5436,-4.4678
117.0000,-8.2068,0.3102,-2.4347,-5.2855
29.0000,-3.4726,7.8020,6.2183,2.0050
91.0000,-0.0425,-4.4324,-4.1782,9.1927
137.0000,-0.5698,-8.4414,-4.5141,9.2633
6.0000,-3.9220,9.8643,7.6595,6.6036
299.0000,-1.4691,-8.1933,-2.8360,8.5712
25.0000,-7.1002,0.8713,-2.9447,-4.8582
232.0000,-0.2895,-4.3790,-2.7288,9.9220
12.0000,-2.2289,6.5390,7.5965,3.6605
5.0000,-1.7242,2.9906,-9.6002,-5.3903
301.0000,-3.4067,8.8764,4.5519,7.8047
422.0000,-3.6543,10.1895,4.6138,11.2791
286.0000,-2.1245,2.6081,-8.1890,-5.3380
76.0000,-2.0230,-8.5481,-3.0302,9.0124
395.0000,-0.2243,-9.6656,-4.1047,9.7193
112.0000,1.4562,-6.1645,-4.2789,8.8856
419.0000,-8.1471,0.5980,-3.8413,-4.3560
3.0000,-7.3719,-0.6611,-3.2305,-4.7280
99.0000,-7.5464,2.6642,-8.9930,-1.5437
413.0000,-0.6644,4.0889,-9.0041,-5.2587
62.0000,-8.0353,1.0419,-6.6292,-1.6330
19.0000,-3.0771,-11.4363,-5.4371,8.1989
412.0000,0.0456,-7.7984,-3.6681,10.3943
35.0000,0.2201,-6.7759,-3.5632,7.3150
337.0000,-3.2823,8.8088,6.4136,4.9019
244.0000,-1.6295,9.3040,7.3811,5.0941
119.0000,-7.1948,-1.6055,-2.8426,-3.2480
167.0000,-1.4684,-10.0765,-4.5932,9.6642
302.0000,-4.7264,8.6415,4.7126,11.0061
187.0000,-9.1141,0.9688,-8.6885,-1.7845
345.0000,2.4110,-5.4010,-3.6429,10.3498
254.0000,-0.9292,4.1878,-7.6025,-6.1082
4.0000,-2.3145,-7.4707,-3.5826,9.0511
238.0000,1.1533,-3.4172,-3.0043,8.8550
424.0000,-7.2591,0.2840,-9.7600,-2.9672
175.0000,0.4187,-4.5311,-2.8436,8.4188
295.0000,-2.4657,8.2674,5.6704,12.0278
346.0000,1.0941,-4.1698,-2.8953,9.7619
